MOD04_3K.A2021001.0410.061.2021268052254.hdf,15540633,/archive/allData/61/MOD04_3K/2021/001/MOD04_3K.A2021001.0410.061.2021268052254.hdf,87.2104689402331,110.329259922784,105.441419020669,84.4069240933511,27.6874350537208,24.3347559272206,6.59922252820284,9.5546163521631
MOD04_3K.A2021002.0315.061.2021268053059.hdf,8027284,/archive/allData/61/MOD04_3K/2021/002/MOD04_3K.A2021002.0315.061.2021268053059.hdf,100.793492446007,123.487854089742,118.7991085185,97.8735588072326,25.3737358693503,22.0751168589379,4.30585839442365,7.26130346065415
MOD04_3K.A2021004.0300.061.2021268054323.hdf,7465363,/archive/allData/61/MOD04_3K/2021/004/MOD04_3K.A2021004.0300.061.2021268054323.hdf,105.126006604614,129.957423472125,124.31586871743,102.677068036011,34.845293114316,31.2529586005999,13.6515742499221,16.6427867976993
MOD04_3K.A2021003.0400.061.2021268053650.hdf,10398750,/archive/allData/61/MOD04_3K/2021/003/MOD04_3K.A2021003.0400.061.2021268053650.hdf,89.031638417333,110.803657086723,106.575280919534,85.7912353672313,19.1384634471986,15.960087966539,-1.88497915617246,1.09229371314203
MOD04_3K.A2021005.0345.061.2021268055158.hdf,11047986,/archive/allData/61/MOD04_3K/2021/005/MOD04_3K.A2021005.0345.061.2021268055158.hdf,93.512976002123,116.817832462827,111.846077282409,90.7541314623414,28.6000695701788,25.2206002432104,7.49973459728415,10.4556280693968
MOD04_3K.A2021006.0250.061.2021268055808.hdf,5684031,/archive/allData/61/MOD04_3K/2021/006/MOD04_3K.A2021006.0250.061.2021268055808.hdf,107.102130561756,129.959002455829,125.193759106338,104.226973661255,26.2862373183379,22.9640934874731,5.20706644114173,8.15926357745239
MOD04_3K.A2021008.0235.061.2021268061146.hdf,5534415,/archive/allData/61/MOD04_3K/2021/008/MOD04_3K.A2021008.0235.061.2021268061146.hdf,111.404250045301,136.502559165479,130.748074586462,109.001629599414,35.7525690852742,32.1218590761657,14.5402804286023,17.5388375537453
MOD04_3K.A2021008.0415.061.2021268061301.hdf,13989253,/archive/allData/61/MOD04_3K/2021/008/MOD04_3K.A2021008.0415.061.2021268061301.hdf,86.1933036066203,110.218576346465,104.932574321676,83.5916311485405,31.7264308098849,28.2534486076154,10.5886039543919,13.5636717203862
MOD04_3K.A2021009.0320.061.2021268061913.hdf,6229227,/archive/allData/61/MOD04_3K/2021/009/MOD04_3K.A2021009.0320.061.2021268061913.hdf,99.8138980478202,123.322244161985,118.263141383673,97.100155162777,29.4963465644602,26.0915759905579,8.38638880751147,11.3507419890153
MOD04_3K.A2021010.0405.061.2021268062628.hdf,13189063,/archive/allData/61/MOD04_3K/2021/010/MOD04_3K.A2021010.0405.061.2021268062628.hdf,88.1187001474528,110.463704053146,105.943390676752,85.0912966862056,23.259602851682,20.0037806614272,2.20617156336564,5.16201952783305
